V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,Class
-1.56881241879395,-0.748013149910857,-0.968045953823178,-0.863468881672146,-0.703284775939644,-1.13746105130801,0.596184930604266,0.19464678294647,-0.252445344649015,2.70255296390762,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
0.145126211215159,-0.98809936926247,-0.833557216325795,0.413678752165081,-0.526094425349944,2.21890350979282,0.412456573425574,-0.0582757085721198,-0.226611165257161,1.29384913395639,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
-0.816959922053985,-0.187811971423759,-1.50600090381271,-0.109663699294535,-0.242589864406425,-0.078802132188154,0.449202244861312,0.751076264287369,0.186735705012495,2.63383570391,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0.658238815625369,0.568015015423913,-0.430091003833648,0.764174155436199,0.413014432775465,2.45814123532202,-0.175474169546241,1.4086747422357,0.935926907376246,0.000172021827255114,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
0.237771542567003,1.38608657765904,0.511330158648028,1.00423950014244,2.32667021914422,2.18244214520682,-1.5718096841043,0.0428932880353162,1.32343959825405,2.22003829044606,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
-0.157752756665868,0.532446686631082,-0.699068478828413,0.0151702799527131,-0.455218285114064,2.13766503080296,-0.028491483803287,1.30750574562827,0.780921831025125,2.98339741781094,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-1.21248422128686,-0.65020024573057,-0.699068478828413,-0.661813992118899,-0.526094425349944,-1.15153385869208,0.779913287782957,0.0428932880353162,-0.536621317959403,-0.521929768806845,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
-0.528334082073242,-0.828041889694728,-0.833557216325795,0.927418589836446,-0.171713724170545,-0.0781624591252417,0.596184930604266,-0.00769121026840179,-0.381616241608282,0.371394611162231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
-0.588909875649447,-0.419006108577164,0.645818896145411,-0.949892405766394,-0.667846705821704,0.308839743936699,1.36784403075477,-0.462951695001864,-1.49248595545798,0.163748977691158,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
-0.759947410452851,-0.303409040000461,0.645818896145411,-1.12754076084902,-0.791879951234494,0.235917014764697,1.33109835931903,-0.0582757085721198,-1.2599783409313,0.181675219429668,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
0.907668553880333,0.372389207063339,-1.10253469132056,0.932219896730571,-0.437499250055094,2.29118656590191,0.228728216246882,1.10516775241339,0.52258003710659,0.853909284623789,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
-0.453505160596753,-0.748013149910857,0.107863946155881,-0.263305519906532,-0.0122424086398147,-1.34087708531412,0.890150302090173,-0.665289688216736,-1.05330490579647,-0.319512622509505,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
-0.531897364048313,-0.667984410126985,2.52866122110876,-0.109663699294535,1.84825627255203,-1.36006727720149,1.14737000214034,-2.99217661018777,-3.06837089836105,0.0845747433460725,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
-0.724314590702141,-0.730228985514441,2.12519500861662,-0.536980012871652,1.1572139052522,-1.41443948754903,1.00038731639739,-2.78983861697289,-2.73252656626695,0.0830808898678634,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1.02525685905767,0.141195069909934,0.107863946155881,-0.407344726730279,-0.331185039701274,0.416944491568877,0.632930602040004,1.15575225071711,0.0575648080532272,0.219021556384897,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7
-0.111430090989946,-0.614631916937738,0.376841421150646,1.24910615174282,1.93685144784688,-1.0850078601492,1.1106243307046,-0.665289688216736,-1.31164669971501,-0.430804706636087,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
-0.489137980347462,-0.721336903316233,0.376841421150646,-0.176881995812283,0.466171537952375,-1.2775494520858,0.963641644961649,-0.867627681431608,-1.28581252032315,-0.477114164460571,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
-1.85387497679962,1.71509361899273,-0.295602266336266,-1.12754076084902,-0.738722846057584,-0.880312480017264,-0.506185212467886,-0.159444705179556,0.470911678322883,-0.39868685685459,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1.34951551878913,-0.712444821118025,-0.161113528838883,-0.863468881672146,-0.579251530526854,0.295406609615541,0.890150302090173,-0.361782698394428,-0.872465650053499,0.278775695513263,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7
-2.61641731946479,1.2260290980913,0.914796371140176,-0.253702906118282,1.865975307611,-1.4489818329463,-2.0495034127689,0.346400277857624,1.78845482730741,-1.10378569856931,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
-1.5616858548438,1.43943907084829,1.04928510863756,-1.12754076084902,-0.614689600644794,-0.555358564057816,-2.01275774133316,-0.462951695001864,1.32343959825405,-0.221665219686805,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
-1.11271232598487,-1.11258852003738,2.12519500861662,-0.839462347201521,0.182666977008855,-0.801632693279051,-0.542930883903624,-3.0933456067952,-1.51832013484984,-0.838626706187187,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
-3.80655349913847,1.75066194778556,2.12519500861662,-0.815455812730896,-0.118556618993635,-1.4752084285257,-2.15974042707611,-2.58750062375802,0.0833989874450807,-1.037309218789,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
