0,1,2,3,4,5,6,7,8,Class
0.24175824175824173,0.359375,0.20000000000000007,0.37089201877934275,0.125,0.0,0.0,1.0,1.0,0
0.6043956043956044,0.5,0.20000000000000007,0.8215962441314554,0.125,0.0,0.0,1.0,0.5,0
0.7802197802197802,0.609375,0.20000000000000007,0.8028169014084506,0.0,0.0,0.0,0.7777777777777777,1.0,1
0.5384615384615383,0.3281249999999999,0.6,0.03755868544600938,0.5,0.0,0.0,0.6666666666666666,1.0,0
0.30769230769230765,0.28125,0.0,0.15962441314553988,0.125,1.0,0.0,0.3333333333333333,1.0,1
0.23076923076923073,0.171875,0.4,0.37089201877934275,0.0,0.0,0.0,0.7777777777777777,0.5,0
0.8901098901098901,0.8125,0.6,0.7370892018779344,0.0,0.0,0.0,0.5555555555555556,1.0,0
0.934065934065934,0.2968750000000001,0.20000000000000007,0.2957746478873239,0.125,0.0,0.0,0.7777777777777777,0.5,0
0.5934065934065933,0.875,0.0,0.4741784037558685,0.0,0.0,0.0,0.3333333333333333,0.5,0
0.25274725274725274,0.578125,0.8000000000000002,0.45539906103286387,0.375,0.0,0.0,0.6666666666666666,0.5,0
0.7032967032967032,0.984375,0.20000000000000007,0.6760563380281691,0.125,0.0,0.0,0.1111111111111111,0.5,0
0.06593406593406592,0.0,0.6,0.29107981220657275,0.0,0.0,0.0,0.2222222222222222,0.5,0
0.4285714285714285,0.421875,0.20000000000000007,0.3896713615023474,0.0,1.0,0.0,1.0,0.5,0
0.7802197802197802,0.78125,0.20000000000000007,0.4976525821596244,0.125,0.0,0.0,0.8888888888888888,1.0,0
0.9890109890109889,0.84375,0.4,0.3755868544600939,0.125,0.0,0.0,0.1111111111111111,0.5,0
0.09890109890109888,0.84375,0.4,0.8685446009389671,0.25,0.0,0.0,0.6666666666666666,1.0,0
0.7912087912087912,0.234375,0.20000000000000007,0.8262910798122066,0.0,1.0,0.0,0.8888888888888888,0.5,0
0.021978021978021983,0.828125,0.8000000000000002,0.9201877934272301,0.25,0.0,0.0,0.8888888888888888,0.5,1
0.27472527472527475,0.40625,0.4,0.2863849765258216,0.0,0.0,0.0,1.0,1.0,0
0.35164835164835156,0.28125,0.0,0.19248826291079812,0.125,0.0,0.0,0.2222222222222222,0.5,1
0.5494505494505494,0.265625,0.4,0.5446009389671361,0.0,0.0,0.0,0.0,0.5,0
0.8901098901098901,0.9375,0.6,0.6854460093896714,0.375,0.0,0.0,1.0,1.0,1
0.8571428571428571,0.75,0.6,0.6291079812206574,0.375,0.0,0.0,0.0,0.5,1
0.7692307692307692,0.21875,0.20000000000000007,0.5446009389671361,0.125,1.0,0.0,0.8888888888888888,0.5,0
0.6043956043956044,0.921875,0.20000000000000007,0.004694835680751186,0.125,0.0,0.0,0.0,1.0,0
0.9890109890109889,0.859375,0.6,0.18309859154929575,0.25,0.0,0.0,0.7777777777777777,0.5,0
0.6153846153846153,0.1875,0.20000000000000007,0.15962441314553988,0.125,1.0,0.0,0.7777777777777777,1.0,0
0.6483516483516484,0.671875,0.4,0.4084507042253521,0.125,0.0,0.0,0.5555555555555556,0.5,0
0.802197802197802,0.953125,0.20000000000000007,0.2957746478873239,0.0,0.0,0.0,0.3333333333333333,1.0,0
0.3846153846153846,0.3125000000000001,0.0,0.16901408450704225,0.125,0.0,0.0,1.0,1.0,1
0.5604395604395603,0.859375,0.4,0.6525821596244131,0.125,0.0,0.0,1.0,0.5,0
0.7692307692307692,0.3281249999999999,0.4,0.6384976525821596,0.0,0.0,0.0,0.6666666666666666,0.5,0
0.14285714285714285,0.53125,0.4,0.29107981220657275,0.375,0.0,0.0,0.4444444444444444,0.5,0
0.7252747252747253,0.734375,0.20000000000000007,0.2300469483568075,0.125,0.0,0.0,0.8888888888888888,1.0,0
0.32967032967032966,0.28125,0.0,0.2676056338028169,0.125,0.0,0.0,0.5555555555555556,0.5,1
0.7032967032967032,0.40625,0.6,0.4178403755868545,0.25,0.0,0.0,1.0,0.5,0
0.5164835164835165,0.984375,0.4,0.6244131455399061,0.125,0.0,0.0,0.7777777777777777,0.0,0
0.4725274725274725,0.421875,0.4,0.6338028169014084,0.125,0.0,0.0,0.2222222222222222,0.5,0
0.6263736263736264,0.984375,0.20000000000000007,0.4037558685446009,0.0,0.0,0.0,1.0,1.0,0
0.7802197802197802,0.640625,0.20000000000000007,0.3474178403755869,0.0,0.0,0.0,0.5555555555555556,1.0,0
0.34065934065934067,0.3281249999999999,0.0,0.2957746478873239,0.125,0.0,0.0,0.2222222222222222,0.5,1
0.30769230769230765,0.15625,0.0,0.14084507042253525,0.125,0.0,0.0,0.0,1.0,1
0.5384615384615383,0.90625,0.4,0.6009389671361501,0.0,0.0,0.0,1.0,0.5,0
0.15384615384615385,0.953125,0.4,0.4835680751173709,0.125,0.0,0.0,0.7777777777777777,0.5,0
0.7142857142857142,0.59375,0.6,0.2957746478873239,0.125,1.0,0.0,0.7777777777777777,0.0,0
0.46153846153846145,0.578125,0.4,0.6197183098591549,0.125,0.0,0.0,0.7777777777777777,0.5,0
0.7472527472527472,0.453125,0.0,0.30516431924882625,0.25,1.0,0.0,0.8888888888888888,1.0,0
