0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,Class
0.7444959443800703,0.05013927576601912,0.2826086956521737,0.36255924170616105,0.47619047619047616,0.42522814247865803,0.7606382978723407,0.6888888888888887,0.5587044534412959,0.13202576112412143,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.4403244495944387,0.4818941504178284,0.4782608695652178,0.34992101105845186,0.8290043290043287,0.05887547836326179,0.861702127659575,0.925925925925926,0.5546558704453445,0.13158665105386375,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.5735805330243344,0.05849582172702078,0.2391304347826084,0.12796208530805658,0.32034632034632027,0.09758610538710757,0.7819148936170216,0.7259259259259256,0.5668016194331987,0.2302400468384071,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.5278099652375441,0.26740947075209026,0.3913043478260868,0.14218009478672955,0.32683982683982676,0.48748896084780724,0.9574468085106393,0.6740740740740739,0.34817813765182204,0.38890515222482414,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.5214368482039404,0.13370473537604594,0.15217391304347774,0.39415481832543486,0.3571428571428571,0.12923167500736027,0.8351063829787239,0.7851851851851849,0.5587044534412959,0.20711358313817302,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.8516801853997685,0.14484679665738276,0.06521739130434676,0.26461295418641373,0.521645021645021,0.3136591109802771,0.8244680851063834,0.844444444444444,0.6032388663967615,0.40002927400468363,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.5486674391657018,0.974930362116992,0.21739130434782564,0.06714060031595528,0.32034632034632027,0.49617309390638814,0.7234042553191491,0.7777777777777775,0.6437246963562756,0.47994730679156894,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.7520278099652382,0.5376044568245135,0.06521739130434676,0.4723538704581353,0.3679653679653678,0.8641448336767739,0.813829787234043,0.9111111111111108,0.6437246963562756,0.3676814988290396,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.865005793742758,0.2506963788300849,0.06521739130434676,0.3823064770932063,0.2359307359307362,0.1242272593464828,0.840425531914894,0.8518518518518516,0.5910931174089072,0.100117096018735,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7
0.5614136732329092,0.03342618384401275,0.4130434782608695,0.23775671406003138,0.45238095238095233,0.4390638798940245,0.6914893617021279,0.5777777777777777,0.5384615384615388,0.2710772833723651,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
